product_id,title,brand,category,attributes,price,rating
c1865a1e,Ultima Air Cooler Democrat,Ultima,Air Cooler,35L Tank Remote,62092,4.3
6c33d0ab,Midea Refrigerator Outside,Midea,Refrigerator,Cooler 200L,85823,2.6
75709af0,Faber Refrigerator Owner,Faber,Refrigerator,Double Door 200L,40384,2.7
e90948ea,Midea Microwave Paper,Midea,Microwave,700W Convection,26092,3.4
b7e4c7aa,Pigeon Chimney So,Pigeon,Chimney,Auto-CLean Gesture-control,57779,4.5
65226425,TCL Refrigerator Candidate,TCL,Refrigerator,200L Energy Star,34965,4.6
131d8bd4,Faber Air Cooler Begin,Faber,Air Cooler,35L Tank Ice Chamber,29393,2.9
6761c245,Pigeon Microwave Ok,Pigeon,Microwave,Solo 700W,99892,4.6
e99847ae,Faber Air Cooler Avoid,Faber,Air Cooler,Remote Ice Chamber,58949,2.7
f93fb2dc,Ultima Air Conditioner Would,Ultima,Air Conditioner,2-ton Inverter,27846,4.5
af104b2e,LG Cooktop Republican,LG,Cooktop,floating Matte,59138,4.1
4218f3ee,Baltra Chimney Change,Baltra,Chimney,Auto-CLean Gesture-control,13239,3.2
f1cb3a5c,Samsung Cooktop Parent,Samsung,Cooktop,Matte CopperBurner,74574,2.9
467f74ee,Lava Smartphone Turn,Lava,Smartphone,6GB RAM Dual SIM,20053,4.8
c4f2c597,Ultima Refrigerator Law,Ultima,Refrigerator,Double Door 200L,14742,2.9
9bcd4766,Pigeon Cooktop Direction,Pigeon,Cooktop,CopperBurner floating,86852,4.5
7080da29,Lava Microwave Various,Lava,Microwave,700W Grill,84590,4.9
1d703f99,Baltra Cooktop Response,Baltra,Cooktop,floating CopperBurner,78790,4.1
16c233ca,Faber Smartphone Table,Faber,Smartphone,128GB 4G,70289,4.7
5d7c1b6e,LG Chimney Fund,LG,Chimney,Auto-CLean Gesture-control,91104,4.0
349a219a,Transsion TV Suddenly,Transsion,TV,LED HD,65901,3.1
f8018b16,LG Refrigerator Ahead,LG,Refrigerator,Cooler Energy Star,52905,3.8
637e6aa3,Lava Microwave Stock,Lava,Microwave,Convection 700W,44988,3.7
f4ec99ac,Faber Washing Machine Get,Faber,Washing Machine,7kg Inverter,81764,3.1
b59fd3bb,LG Air Cooler Join,LG,Air Cooler,Ice Chamber 35L Tank,97206,2.8
a5877f7b,Lava Smartphone Each,Lava,Smartphone,6GB RAM 6.5-inch,16596,4.6
3c1f10a5,Pigeon Air Cooler Rich,Pigeon,Air Cooler,Ice Chamber Remote,45785,3.1
66df45b6,Transsion Smartphone Hard,Transsion,Smartphone,128GB 6GB RAM,42394,3.1
c547ab8b,Ultima Chimney Artist,Ultima,Chimney,Gesture-control Island,22716,4.5
7540eff6,Samsung Microwave Get,Samsung,Microwave,Grill 700W,66912,2.6
f20d6021,Lava Air Conditioner Prepare,Lava,Air Conditioner,1-ton Non-Inverter,76308,4.9
8e974911,Lava Chimney According,Lava,Chimney,Island Gesture-control,41548,3.1
a7873a55,LG Washing Machine Per,LG,Washing Machine,7kg Front Load,70446,3.6
e72197e8,Samsung Air Conditioner Among,Samsung,Air Conditioner,Non-Inverter 1-ton,17841,4.8
7f2c48a7,Lava Smartphone Organization,Lava,Smartphone,4G Dual SIM,87792,4.0
9cedc10f,Pigeon Smartphone Consumer,Pigeon,Smartphone,6GB RAM 6.5-inch,57615,4.0
88219607,Samsung Air Cooler Writer,Samsung,Air Cooler,35L Tank Remote,35344,4.4
90b8cb13,LG TV Heart,LG,TV,LED Smart TV,41196,2.8
9f03ff8b,Faber Smartphone Cost,Faber,Smartphone,6GB RAM 6.5-inch,21039,3.7
a4d2bf3c,TCL Washing Machine Really,TCL,Washing Machine,7kg Inverter,11683,3.8
8df72623,Ultima Air Conditioner Face,Ultima,Air Conditioner,2-ton Inverter,19518,4.6
8586230d,LG Refrigerator Present,LG,Refrigerator,200L Energy Star,98725,4.0
94faf927,Lava Microwave Democrat,Lava,Microwave,Solo Grill,12365,3.4
12c6163c,LG Chimney Her,LG,Chimney,Gesture-control Island,49014,2.6
595dce42,Transsion Washing Machine Have,Transsion,Washing Machine,Front Load Inverter,39239,4.5
fa035e10,Ultima Refrigerator Customer,Ultima,Refrigerator,Cooler 200L,88103,4.6
e792d3ce,TCL Air Conditioner Sit,TCL,Air Conditioner,2-ton Inverter,17695,4.3
595e1925,Ultima Air Cooler Money,Ultima,Air Cooler,Remote 35L Tank,53745,4.3
b0b74b52,LG TV College,LG,TV,32 inch LED,16276,3.1
f92f4747,Baltra Chimney Over,Baltra,Chimney,Gesture-control Island,16279,2.7
fbde2c73,Transsion Refrigerator Five,Transsion,Refrigerator,Energy Star 200L,29840,4.6
56a73551,Samsung TV Product,Samsung,TV,Smart TV HD,99436,4.7
e894e3be,LG Air Cooler Party,LG,Air Cooler,35L Tank Remote,83864,3.4
1b095de1,Ultima Cooktop Current,Ultima,Cooktop,Matte floating,90552,3.8
06a1b9ca,Ultima Chimney Participant,Ultima,Chimney,Gesture-control Auto-CLean,95928,4.2
7add4be3,LG Air Conditioner Be,LG,Air Conditioner,1-ton 2-ton,58831,3.4
fa385764,Pigeon Cooktop Smile,Pigeon,Cooktop,Matte floating,93289,3.5
e79f8a52,TCL Air Conditioner Work,TCL,Air Conditioner,Non-Inverter Inverter,61723,5.0
5183649c,Samsung Microwave Sure,Samsung,Microwave,Convection 700W,85090,5.0
cd278864,LG Smartphone Skill,LG,Smartphone,6.5-inch 6GB RAM,12704,4.0
8091ddcc,TCL Washing Machine Life,TCL,Washing Machine,Inverter Front Load,49553,3.3
d1594e7b,Baltra Cooktop South,Baltra,Cooktop,floating CopperBurner,13092,4.3
9f8d5b86,Pigeon Air Cooler Step,Pigeon,Air Cooler,Remote Ice Chamber,38412,3.4
220374f7,Ultima Air Conditioner Various,Ultima,Air Conditioner,2-ton 1-ton,72083,4.4
2f8334db,Samsung Smartphone Work,Samsung,Smartphone,Dual SIM 6.5-inch,98099,4.3
0cf42113,Lava Air Cooler Technology,Lava,Air Cooler,Ice Chamber Remote,96350,3.1
b6b3e021,Transsion Cooktop Professor,Transsion,Cooktop,floating Matte,33197,4.9
40091361,Samsung TV Bank,Samsung,TV,HD 32 inch,10864,4.5
dab1b794,Lava Microwave Able,Lava,Microwave,700W Solo,28512,3.9
adb44e71,TCL Cooktop Second,TCL,Cooktop,CopperBurner Matte,34409,2.8
2972e819,Baltra Refrigerator Cup,Baltra,Refrigerator,Cooler 200L,99939,3.4
522006bb,Ultima TV Order,Ultima,TV,Smart TV HD,95169,4.6
024fcfe6,Transsion Chimney Newspaper,Transsion,Chimney,Island Auto-CLean,55655,3.4
3931c6f9,Ultima TV Certainly,Ultima,TV,Smart TV 32 inch,65689,4.2
972e8662,Lava TV Class,Lava,TV,Smart TV 32 inch,36961,4.2
a4ad5385,TCL Air Conditioner Those,TCL,Air Conditioner,Non-Inverter 2-ton,82641,4.3
8c292b5a,Lava Air Conditioner Reality,Lava,Air Conditioner,1-ton Non-Inverter,34227,3.7
e124dce1,Midea Microwave Against,Midea,Microwave,Convection Solo,58974,3.7
cf5632fc,TCL Chimney Suddenly,TCL,Chimney,Auto-CLean Gesture-control,46228,2.7
3a55e3cc,Samsung Smartphone Likely,Samsung,Smartphone,6GB RAM 4G,57229,3.6
9f9d8950,TCL Air Conditioner Debate,TCL,Air Conditioner,Inverter Non-Inverter,58037,4.6
3c4be0a8,Ultima Refrigerator Thus,Ultima,Refrigerator,Cooler Energy Star,48813,2.7
f6fdde7c,Midea Air Cooler Message,Midea,Air Cooler,Ice Chamber 35L Tank,12390,2.9
15a7d2d8,Transsion Air Conditioner Relate,Transsion,Air Conditioner,Inverter 1-ton,15515,3.0
dab9f09e,Pigeon Microwave Probably,Pigeon,Microwave,Convection Grill,11951,2.5
5b97156b,Faber Chimney Least,Faber,Chimney,Auto-CLean Gesture-control,42066,3.0
e64aa98f,Samsung Air Cooler Third,Samsung,Air Cooler,35L Tank Remote,63182,3.8
4548b445,Lava Microwave National,Lava,Microwave,Grill Solo,39320,4.3
a2fa8c8f,Samsung TV Where,Samsung,TV,HD LED,72748,2.6
52c4b291,LG Air Conditioner Power,LG,Air Conditioner,Non-Inverter Inverter,92567,4.2
2a204dc0,LG Refrigerator Most,LG,Refrigerator,Energy Star 200L,81547,3.1
4c5ec9d6,Faber Refrigerator Control,Faber,Refrigerator,200L Energy Star,22616,3.3
b37ee992,Pigeon Air Conditioner Size,Pigeon,Air Conditioner,1-ton Inverter,68020,4.0
de7a71c5,Baltra Air Conditioner Head,Baltra,Air Conditioner,Inverter 2-ton,60428,4.5
2db39208,LG Washing Machine Recent,LG,Washing Machine,Front Load Inverter,67515,2.7
96d024f1,Midea Cooktop Teacher,Midea,Cooktop,CopperBurner Matte,45800,4.3
b54bbb85,LG Washing Machine Pull,LG,Washing Machine,7kg Front Load,61208,4.9
7ecbee84,Lava Chimney Section,Lava,Chimney,Island Auto-CLean,44252,4.4
6140c68b,Transsion Air Cooler Accept,Transsion,Air Cooler,Remote 35L Tank,44097,3.2
14525bfa,Baltra Air Conditioner Yard,Baltra,Air Conditioner,Inverter 1-ton,88967,4.2
70114143,Samsung Microwave Water,Samsung,Microwave,Grill Solo,40298,4.4
036df75a,Ultima Microwave Per,Ultima,Microwave,700W Solo,16783,4.3
5d278388,Midea Air Conditioner Discuss,Midea,Air Conditioner,Non-Inverter Inverter,27411,3.1
cf8aea62,Baltra Cooktop Art,Baltra,Cooktop,CopperBurner Matte,46168,4.1
1051bfee,TCL Cooktop Find,TCL,Cooktop,CopperBurner Matte,69813,4.2
648cea1b,LG Air Cooler A,LG,Air Cooler,Ice Chamber 35L Tank,85797,3.0
058a7f3c,Midea Air Cooler Majority,Midea,Air Cooler,Remote Ice Chamber,50845,3.0
10303f23,Midea Air Cooler Ask,Midea,Air Cooler,35L Tank Ice Chamber,93497,4.1
830d1616,Transsion Chimney Beautiful,Transsion,Chimney,Gesture-control Auto-CLean,80431,4.5
fc792cde,LG Chimney Project,LG,Chimney,Auto-CLean Island,68263,4.8
f80d58e8,Samsung Chimney Care,Samsung,Chimney,Auto-CLean Gesture-control,94963,4.4
11af39e3,Baltra Washing Machine Seven,Baltra,Washing Machine,Front Load Inverter,18748,3.5
8b6db425,Lava Cooktop Cultural,Lava,Cooktop,CopperBurner Matte,28946,4.9
93fa45f1,Lava Air Conditioner Build,Lava,Air Conditioner,Non-Inverter 2-ton,98205,2.7
19b783dd,Midea Microwave Technology,Midea,Microwave,700W Convection,53790,4.9
a639fae4,Samsung TV It,Samsung,TV,LED Smart TV,46945,2.7
9e282434,LG Refrigerator Top,LG,Refrigerator,Energy Star Cooler,93515,4.6
e01027a1,TCL Smartphone Newspaper,TCL,Smartphone,6.5-inch 4G,99233,4.1
0420200e,Transsion Refrigerator Now,Transsion,Refrigerator,Double Door 200L,13326,3.0
fce2cfc7,Midea Chimney Alone,Midea,Chimney,Gesture-control Auto-CLean,99000,4.0
56545574,Baltra Cooktop Appear,Baltra,Cooktop,CopperBurner Matte,18066,3.5
d9fabb1d,Baltra Cooktop Another,Baltra,Cooktop,floating Matte,63475,3.6
1fea05d4,Faber TV Technology,Faber,TV,Smart TV HD,99961,4.6
d0bdd6c6,Baltra Washing Machine Tax,Baltra,Washing Machine,Inverter 7kg,43832,3.1
81ed414d,Transsion Air Conditioner Build,Transsion,Air Conditioner,Non-Inverter 1-ton,51520,3.9
10fdb333,Transsion Washing Machine Understand,Transsion,Washing Machine,Front Load Inverter,62993,3.2
01849eee,TCL Washing Machine Along,TCL,Washing Machine,Front Load 7kg,96055,5.0
ae522cd4,TCL Washing Machine Idea,TCL,Washing Machine,Front Load Inverter,64921,3.9
5e480918,Baltra Washing Machine Inside,Baltra,Washing Machine,Inverter Front Load,55434,4.1
7053a1dd,Transsion Smartphone Strategy,Transsion,Smartphone,6.5-inch Dual SIM,21436,4.5
c95e0330,Midea Air Conditioner Couple,Midea,Air Conditioner,Inverter Non-Inverter,46064,4.2
2a971420,Ultima TV Something,Ultima,TV,Smart TV 32 inch,96829,4.1
c504f755,Lava Refrigerator Year,Lava,Refrigerator,Cooler Double Door,58605,3.1
3bee5432,TCL Smartphone Social,TCL,Smartphone,6.5-inch Dual SIM,18291,2.8
d4fec973,Faber Chimney Election,Faber,Chimney,Island Auto-CLean,77146,3.7
a17e5bca,Faber Cooktop Near,Faber,Cooktop,CopperBurner Matte,20150,2.8
4eb295cd,TCL Air Conditioner Mrs,TCL,Air Conditioner,Non-Inverter 2-ton,94641,5.0
b263707b,Ultima TV Reach,Ultima,TV,Smart TV HD,32839,2.7
688f3f09,LG Microwave Yard,LG,Microwave,Convection Solo,61037,2.6
8fdac88e,TCL Microwave Film,TCL,Microwave,Grill Solo,48383,4.0
147bac54,TCL Chimney Ball,TCL,Chimney,Island Auto-CLean,76558,4.8
96da513a,LG Washing Machine Any,LG,Washing Machine,7kg Front Load,84416,4.6
f8e4fb34,LG Chimney Employee,LG,Chimney,Auto-CLean Island,45545,2.8
3db8c70f,Midea Refrigerator Such,Midea,Refrigerator,Energy Star Cooler,12390,4.5
4f91f8fe,Baltra Air Conditioner College,Baltra,Air Conditioner,Inverter Non-Inverter,76100,4.0
15fd117d,Faber Cooktop Need,Faber,Cooktop,CopperBurner floating,46382,2.6
d38f016d,Transsion Microwave Case,Transsion,Microwave,Solo 700W,34035,3.7
00ae8ba2,TCL Smartphone Full,TCL,Smartphone,6.5-inch Dual SIM,90313,4.2
6035519d,Lava Microwave Break,Lava,Microwave,Convection Solo,94189,4.8
b8ac00f9,Midea Smartphone High,Midea,Smartphone,6.5-inch 6GB RAM,91605,4.2
193dda4a,Baltra Washing Machine Above,Baltra,Washing Machine,7kg Inverter,46701,4.6
7680a630,Ultima Air Conditioner Her,Ultima,Air Conditioner,Inverter 2-ton,90013,4.4
7337301f,Lava Air Conditioner Guess,Lava,Air Conditioner,2-ton 1-ton,38399,4.0
3a40c1a9,Lava Washing Machine Admit,Lava,Washing Machine,7kg Inverter,94347,2.6
f7e253d4,Transsion TV Lawyer,Transsion,TV,32 inch HD,94496,4.9
30fbb745,Samsung Refrigerator Western,Samsung,Refrigerator,Energy Star Double Door,15227,3.5
553ca4e6,Midea Microwave Certain,Midea,Microwave,Solo 700W,38988,3.7
538a4a2d,Ultima Air Conditioner Perhaps,Ultima,Air Conditioner,Inverter Non-Inverter,46599,3.5
a799369f,Pigeon Air Conditioner Interesting,Pigeon,Air Conditioner,Non-Inverter 2-ton,32279,3.4
f0c9cbff,Samsung Air Cooler Walk,Samsung,Air Cooler,Ice Chamber Remote,49249,2.5
41f5595b,LG Smartphone Organization,LG,Smartphone,6.5-inch 128GB,55538,2.9
da40dc19,Faber Refrigerator Notice,Faber,Refrigerator,Energy Star Double Door,76069,4.5
dfd232cc,Transsion Air Conditioner Career,Transsion,Air Conditioner,1-ton 2-ton,91563,3.6
2595a51e,Samsung Washing Machine Six,Samsung,Washing Machine,Inverter Front Load,42990,3.8
4778b29c,Ultima Air Conditioner Describe,Ultima,Air Conditioner,Inverter Non-Inverter,92420,3.6
7b2ecc2f,Pigeon Chimney Natural,Pigeon,Chimney,Gesture-control Auto-CLean,31365,3.4
9dcf8db2,Baltra Cooktop Watch,Baltra,Cooktop,Matte CopperBurner,27286,4.0
ba6b9edd,TCL Chimney House,TCL,Chimney,Island Auto-CLean,91783,4.8
508b774c,Ultima Air Conditioner Local,Ultima,Air Conditioner,2-ton 1-ton,87692,4.5
4556e6f4,Midea Cooktop Task,Midea,Cooktop,Matte CopperBurner,62236,3.4
68bda325,Baltra Microwave Story,Baltra,Microwave,Grill Convection,70660,5.0
baf76fbe,Transsion Air Conditioner My,Transsion,Air Conditioner,1-ton Inverter,74645,4.4
174b16b5,Ultima Chimney Full,Ultima,Chimney,Auto-CLean Island,50663,3.2
acd78257,Baltra Air Cooler Take,Baltra,Air Cooler,Remote Ice Chamber,79121,3.7
f9ba8ee6,Lava Refrigerator Back,Lava,Refrigerator,Energy Star 200L,28062,3.9
0a168adb,Ultima Air Cooler Challenge,Ultima,Air Cooler,35L Tank Remote,99636,4.6
6d90ad69,Faber Microwave Radio,Faber,Microwave,Solo Convection,25981,3.0
395c24a7,Transsion TV Total,Transsion,TV,Smart TV HD,34379,3.5
a4d2bb58,LG Air Cooler North,LG,Air Cooler,35L Tank Remote,49836,4.8
ae3acfd1,Pigeon Air Cooler Position,Pigeon,Air Cooler,Ice Chamber Remote,20264,4.1
c781bf8a,Ultima Smartphone Series,Ultima,Smartphone,6.5-inch Dual SIM,62535,4.1
ca7de23b,Ultima Cooktop Over,Ultima,Cooktop,floating Matte,22708,4.2
5cc4e2cd,Ultima Chimney Yes,Ultima,Chimney,Island Auto-CLean,95112,3.2
097aa76d,Transsion Air Conditioner Indeed,Transsion,Air Conditioner,Non-Inverter 2-ton,78677,4.5
022a2d21,LG TV Race,LG,TV,HD LED,15669,3.5
436a0faa,Samsung Refrigerator Reality,Samsung,Refrigerator,Energy Star Cooler,63342,3.7
8adc3358,Midea Refrigerator Tonight,Midea,Refrigerator,Cooler 200L,51682,3.4
15197a40,Transsion Refrigerator Safe,Transsion,Refrigerator,Cooler Double Door,53014,3.6
2c38846b,Transsion Cooktop Mention,Transsion,Cooktop,CopperBurner Matte,56251,3.4
88d92c1f,Transsion Cooktop Rich,Transsion,Cooktop,CopperBurner Matte,31290,2.5
969c69ea,Ultima Washing Machine Care,Ultima,Washing Machine,Inverter 7kg,28061,3.8
0d125c02,Midea Refrigerator Fund,Midea,Refrigerator,Energy Star Cooler,10463,4.0
8c90681b,Samsung Refrigerator Marriage,Samsung,Refrigerator,Double Door Energy Star,84750,2.8
